timestamp,time-imu,time-gps,acc-x,acc_y,acc_z,acc_gx,acc_gy,acc_gz,gyro_x,gyro_y,gyro_z,gps_lat,gps_lon,gps_velocity,action
1748416670687,1748416670680,1748416666388,0.06627299757494079,-0.3191369949965108,-0.018181647656425343,-4.020968617263148,-1.796350571348506,-8.805994777508035,-14.713724528148491,-0.24620285096026995,-24.733928675251665,18.799039493912684,98.95065893280649,0.0,Halt
1748416671186,1748416671179,1748416666388,0.059376853887985144,-0.3899054677748928,0.0390891025262078,-4.03967031278779,-1.67136653062166,-8.773128380629123,-10.693694254010937,-8.817592218846812,-14.867402369206257,18.799039493912684,98.95065893280649,0.0,Halt
1748416671687,1748416671680,1748416666388,0.04990528067156673,0.08660581486733007,-0.055934302476644514,-4.086452093579473,-0.8507638874433562,-8.89531740148703,-1.3383971981303915,4.407268256581706,-2.642226612325541,18.799039493912684,98.95065893280649,0.0,Halt
1748416672187,1748416672180,1748416666388,-0.13388987288330992,-0.048007177352234726,0.02877160923103491,-4.04880331144164,-1.0416266339903824,-8.90736326755782,2.003266098259045,-0.5051748911748457,-1.1005775862482892,18.799039493912684,98.95065893280649,0.0,Forward
1748416672688,1748416672679,1748416666388,-0.6122093666847548,0.12176828504609874,0.2920873223579923,-4.24514282107686,-0.6021260205098043,-8.771916160166166,-18.203872617185514,10.23670669160803,-6.776577242747657,18.799039493912684,98.95065893280649,0.0,Forward
1748416673188,1748416673180,1748416672797,-0.39581877860089143,-0.19494877679602862,-0.0043531098690628555,-3.304406248326501,-0.6010187514278246,-9.35536810201774,8.292373488773524,0.6846224924506161,6.171005934126651,18.79904199734496,98.95069247867332,0.0,Forward
1748416673689,1748416673680,1748416672797,-0.08241684605141478,0.27014266332813847,0.2077526989546418,-3.6494505816899236,-0.3310974157910236,-8.903522354736625,-0.5124671742140475,-5.851453164585735,-12.716445014342174,18.79904199734496,98.95069247867332,0.0,Forward
1748416674190,1748416674180,1748416672797,-0.05318862780421971,-0.2793724673311971,-0.07568276420096555,-3.214229659864803,-0.5835061645527931,-9.347562026505669,-3.248429673424136,2.9198246994297294,11.748078236146558,18.79904199734496,98.95069247867332,0.0,Forward
1748416674690,1748416674680,1748416672797,0.13347717120309668,0.21288145293164065,-0.20063273523668448,-3.4129683006281155,-0.024415177633670803,-9.337446524491506,-4.826618521800612,-7.956846132284876,-18.865152786958518,18.79904199734496,98.95069247867332,0.0,Forward
1748416675191,1748416675180,1748416672797,0.36210308838625743,-0.041806997186948316,-0.189135891092817,-3.2746234162263073,-0.491733304910544,-9.281751349919936,-13.20397827438749,3.916886502161612,-20.565063216491605,18.79904199734496,98.95069247867332,0.0,Forward
1748416675692,1748416675680,1748416672797,0.6698960463026166,0.10715089529339533,-0.13215430074642096,-2.984825451785525,-0.001784850623930582,-9.228739637407662,1.932343865848824,-3.4964523068210935,-15.527673711145383,18.79904199734496,98.95069247867332,0.0,Forward
1748416676192,1748416676180,1748416672797,-0.22488178170283638,0.09923710244352466,-0.09265944260845581,-3.8217235520770156,-0.25851808425979544,-9.20502712358405,2.706156035698523,3.0347327782443587,26.063519334133357,18.79904199734496,98.95069247867332,0.0,Forward
1748416676693,1748416676679,1748416672797,-0.06790407353942593,-0.10347363703265164,0.08563278806815548,-3.7544214386636514,0.1653652057725222,-8.996392420066,-6.784915161492396,0.7147591671494289,-1.7179462537358376,18.79904199734496,98.95069247867332,0.0,Forward
1748416677193,1748416677180,1748416672797,-0.010917845986038436,0.016117423923127355,-0.02675251475155353,-3.5795998846433066,0.5794971994811359,-9.143511124162472,0.7151848835911813,-0.8848581944596994,1.924491967535036,18.79904199734496,98.95069247867332,0.0,Forward
1748416677694,1748416677680,1748416672797,-0.08781490570267042,-0.02200500847945611,-0.011076631357371811,-3.6274090503343936,0.4833400887004038,-9.142588358939289,1.3521308062368818,0.4200176694163297,-0.9195241150065042,18.79904199734496,98.95069247867332,0.0,Forward
1748416678195,1748416678180,1748416672797,-0.04984142165511846,0.127703430809062,0.07775162097732227,-3.72142638600275,0.17030827632479215,-9.012832585315008,9.565653835588405,-3.496636030460965,-0.8181711113354567,18.79904199734496,98.95069247867332,0.0,Forward
1748416678696,1748416678680,1748416672797,-0.10804197395026685,-0.11384746849595877,-0.07771327634135881,-3.8290407821907095,-0.6114882249808933,-9.135665203741587,-7.780559435279439,2.4961780326688214,-18.409684240395404,18.79904199734496,98.95069247867332,0.0,Forward
1748416679197,1748416679180,1748416672797,-0.6568008757615585,0.3462079642265476,0.24084006710598868,-4.368020623045513,-0.2703792607405286,-8.814448096622623,-10.094529059409087,-4.004121218003658,-33.227636666111444,18.79904199734496,98.95069247867332,0.0,Forward
1748416679697,1748416679696,1748416679220,-0.37290856129603994,-0.1456509712027686,0.23349021030029943,-4.135171900692679,-0.9458438506742639,-8.786005788168696,-5.735180494188345,-3.0269524394162755,-16.95917917130249,18.799039900052186,98.95068463461594,0.0,Forward
1748416680198,1748416680196,1748416679220,-0.44125025537520646,0.1952501508024583,0.12525922208348908,-4.079968557295006,-0.7752365220400256,-8.922690873326063,1.6027468086561674,-0.8216387765880578,-13.200228529436949,18.799039900052186,98.95068463461594,0.0,Forward
1748416680698,1748416680696,1748416679220,-0.1464638057712713,-0.20980228355719394,0.06264784812470273,-3.489059801502475,-1.2145326513260353,-9.093936108100614,-0.22175496559957092,8.790392313826386,15.709968318917484,18.799039900052186,98.95068463461594,0.0,Forward
