timestamp,time_imu,time_gps,acc_x,acc_y,acc_z,acc_gx,acc_gy,acc_gz,gyro_x,gyro_y,gyro_z,gps_lat,gps_lon,gps_velocity,action
1749804887468,1749804887455,1749804887186,-0.15476093812286854,0.05991771321026608,-0.0533779544442892,-6.497714252582192,-0.1369183891738765,-7.529913858795165,41.435714845192116,7.7211813708253905,45.20673741803703,18.79970456930644,98.95071415107572,0.0,Turn
1749804887969,1749804887955,1749804887186,0.08356967909038067,0.4806668168060481,-0.2924655275046825,-6.266973067584633,0.20889418618017808,-7.760205546459555,41.36686995345298,0.583802095013789,41.710629959285136,18.79970456930644,98.95071415107572,0.0,Turn
1749804888469,1749804888455,1749804887186,0.24417934324145316,0.4485247618097812,0.041189504000544545,-6.136189801898598,0.09786317552197724,-7.397783270153403,39.14329503896615,0.23288405093145884,48.500568824519,18.79970456930644,98.95071415107572,0.0,Turn
1749804888969,1749804888955,1749804887186,0.14245616782307624,0.7585619671665131,0.2965016511529684,-6.288969795337319,0.3603273863861337,-7.095964807891845,38.374512851651616,-1.6261140419585933,42.73024401367922,18.79970456930644,98.95071415107572,0.0,Turn
1749804889470,1749804889455,1749804887186,-0.2984843494027853,0.4886459059264511,-0.9530793077468872,-6.795044171252846,0.10549465678110719,-8.289174475750327,41.170901580881555,3.406102000633819,46.54085094785894,18.79970456930644,98.95071415107572,0.0,Turn
1749804889970,1749804889955,1749804887186,0.4594359588593244,0.19038864327780902,-0.56815527677536,-6.09668547450602,-0.16998835440371185,-7.852233257293701,40.55339100820987,4.962991328302393,46.60423510335666,18.79970456930644,98.95071415107572,0.0,Turn
1749804890471,1749804890455,1749804887186,-0.18028291739225386,0.42068398420400915,-0.7097931139528751,-6.771999980273843,0.14425061349179594,-7.965359285736083,38.24359178564081,7.193868568785604,39.22457429008931,18.79970456930644,98.95071415107572,0.0,Turn
1749804890971,1749804890955,1749804887186,0.9473498241841792,0.06226045867782086,0.7486392696976661,-5.61844369288981,-0.1271921093262732,-6.533177780151367,33.20060698932652,0.5939931641422711,42.6893858220642,18.79970456930644,98.95071415107572,0.0,Turn
1749804891471,1749804891455,1749804887186,-0.34536826565265655,0.20562639828957616,-0.3460685228765011,-6.8701622483402485,0.0932240627455525,-7.666233715820312,41.2671013802466,2.0830589267960296,45.83464695372005,18.79970456930644,98.95071415107572,0.0,Turn
1749804891972,1749804891955,1749804887186,0.020561141991615295,0.20559719046140087,-0.8930863190770149,-6.4656918053776025,0.10354899347289465,-8.247575221905112,48.0757549638063,8.232453473599403,47.13338351873588,18.79970456930644,98.95071415107572,0.0,Turn
